Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Review_Group,Description_Length
The Tattooist of Auschwitz,Heather Morris,4.7,4.7,17578.0,9.774460286799892,1328.0,"The Tattooist of Auschwitz is based on the true story of Lale and Gita Sokolov, two Slovakian Jews who survived Auschwitz and eventually made their home in Australia. In that terrible place, Lale was given the job of tattooing the prisoners marked for survival - literally scratching numbers into his fellow victims' arms in indelible ink to create what would become one of the most potent symbols of the Holocaust. Lale used the infinitesimal freedom of movement that this position awarded him to exchange jewels and money taken from murdered Jews for food to keep others alive. If he had been caught, he would have been killed; many owed him their survival.",Jewish Literature | War & Military Fiction | Historical Fiction,",#437 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Jewish Literature,#3 in War & Military Fiction,#12 in Historical Fiction (Audible Audiobooks & Originals)",437.0,7 hours and 26 minutes,446.0,Both,1,1,1,the tattooist of auschwitz,heather morris,1001+,659
The Tea Girl of Hummingbird Lane,Lisa See,4.6,4.6,2168.0,7.682021510826875,1328.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the tea girl of hummingbird lane,lisa see,1001+,0
The Tea Planter's Wife,Dinah Jefferies,4.3,4.3,1741.0,7.462789157412448,820.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the tea planter's wife,dinah jefferies,1001+,0
The Testament,John Grisham,4.6,4.6,1780.0,7.484930283289661,615.0,Unknown,Unknown,Unknown,,Unknown,,Advanced Only,0,0,0,the testament,john grisham,1001+,0
The Testaments,Margaret Atwood,4.6,4.6,10693.0,9.277438115508676,1093.0,Winner of the Booker Prize 2019 The British Book Awards Audiobook of the Year 2020,Dystopian Science Fiction | Literary Fiction | Science Fiction (Books),",#1,330 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Dystopian Science Fiction,#82 in Literary Fiction,#272 in Science Fiction (Books)",1330.0,13 hours and 18 minutes,798.0,Both,1,1,1,the testaments,margaret atwood,1001+,82
The Theory of Everything: The Origin and Fate of the Universe,Stephen W. Hawking,4.6,4.6,2731.0,7.912789220690681,612.0,"Now, Hawking presents an even more comprehensive look at our universe, its creation, and how we see ourselves within it. Imagine sitting in a comfortable room listening to Hawking discuss his latest theories and place them in historical context with science's other great achievements--it would be like hearing Christopher Columbus deliver the news about the new world.",Cosmology | Physics | Earth Sciences Books,",#512 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Cosmology,#5 in Physics (Audible Audiobooks & Originals),#38 in Earth Sciences Books",512.0,3 hours and 30 minutes,210.0,Both,1,1,1,the theory of everything: the origin and fate of the universe,stephen w. hawking,1001+,369
"The Third Wheel: Diary of a Wimpy Kid, Book 7",Jeff Kinney,4.6,4.6,6064.0,8.71028982137815,410.0,Brought to you by Puffin.,Unknown,",            5 star,          ,            ,              76%,            ,",,2 hours and 10 minutes,130.0,Both,1,0,1,"the third wheel: diary of a wimpy kid, book 7",jeff kinney,1001+,25
The Three-Body Problem,Cixin Liu,4.3,4.3,3476.0,8.153925132007862,793.0,"Set against the backdrop of China's Cultural Revolution, a secret military project sends signals into space to establish contact with aliens. An alien civilisation on the brink of destruction captures the signal and plans to invade Earth.",Unknown,Unknown,,Unknown,,Both,1,0,0,the three-body problem,cixin liu,1001+,238
The Tiger Who Came to Tea,Judith Kerr,4.8,4.8,3784.0,8.23880116587155,1338.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the tiger who came to tea,judith kerr,1001+,0
"The Titan's Curse: Percy Jackson, Book 3",Rick Riordan,4.7,4.7,3236.0,8.082402253926244,888.0,"The third fantasy adventure in the Percy Jackson series is now available to download, complete and unabridged, on audio.",Monster Stories for Children | Greek & Roman Fairy Tales for Children | Action & Adventure Fantasy for Children,",#1,515 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Monster Stories for Children,#5 in Greek & Roman Fairy Tales for Children,#11 in Action & Adventure Fantasy for Children",1515.0,8 hours and 48 minutes,528.0,Both,1,1,1,"the titan's curse: percy jackson, book 3",rick riordan,1001+,120
The Turn of the Key,Ruth Ware,4.4,4.4,1916.0,7.558516743045645,888.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the turn of the key,ruth ware,1001+,0
"The Tyrant’s Tomb: The Trials of Apollo, Book 4",Rick Riordan,4.8,4.8,3227.0,8.07961802938984,888.0,Penguin presents the audiobook edition of The Tyrant's Tomb by Rick Riordan.,Action & Adventure Fantasy for Children | Children's Fantasy (Books) | Children's Action & Adventure,",#2,221 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#17 in Action & Adventure Fantasy for Children,#1,442 in Children's Fantasy (Books),#1,656 in Children's Action & Adventure",2221.0,13 hours and 22 minutes,802.0,Both,1,1,1,"the tyrant’s tomb: the trials of apollo, book 4",rick riordan,1001+,76
"The Ugly Truth: Diary of a Wimpy Kid, Book 5",Jeff Kinney,4.7,4.7,3248.0,8.0861025356691,410.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,"the ugly truth: diary of a wimpy kid, book 5",jeff kinney,1001+,0
The Undoing Project: A Friendship That Changed the World,Michael Lewis,4.3,4.3,1697.0,7.437206366871292,752.0,"Daniel Kahneman and Amos Tversky met in war-torn 1960s Israel. Both were gifted young psychology professors: Kahneman a rootless son of Holocaust survivors who saw the world as a problem to be solved, Tversky a voluble, instinctual blur of energy.",Business Decision Making & Problem Solving | Microeconomics (Books) | Economics,",#2,058 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#33 in Business Decision Making & Problem Solving,#39 in Microeconomics (Books),#74 in Economics (Audible Audiobooks & Originals)",2058.0,10 hours and 17 minutes,617.0,Both,1,1,1,the undoing project: a friendship that changed the world,michael lewis,1001+,247
The Universe Has Your Back: Transform Fear into Faith,Gabrielle Bernstein,4.6,4.6,2560.0,7.848153086199526,586.0,"In her latest book, The Universe Has Your Back, New York Times best-selling author Gabrielle Bernstein teaches listeners how to transform their fear into faith in order to live a divinely guided life. Each story and lesson in the book guides listeners to release the blocks to what they most long for: happiness, security, and clear direction. The lessons help listeners relinquish the need to control so they can relax into a sense of certainty and freedom. Listeners will learn to stop chasing life and truly live. Making the shift from fear to faith will give listeners a sense of power in a world that all too often makes them feel utterly powerless. When the tragedies of the world seem overwhelming, this book will help guide them back to their true power.","Personal Success | Mind, Body & Spirit | Personal Development & Self-Help",",#1,277 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#206 in Personal Success,#1,366 in Mind, Body & Spirit,#2,884 in Personal Development & Self-Help",1277.0,4 hours and 31 minutes,271.0,Both,1,1,1,the universe has your back: transform fear into faith,gabrielle bernstein,1001+,762
The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,4.5,4.5,7973.0,8.983941527941301,683.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the unlikely pilgrimage of harold fry,rachel joyce,1001+,0
The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,4.7,4.7,8026.0,8.990566138131577,820.0,Spiritual teacher Michael A. Singer explores the question of human identity and shows how the development of consciousness can enable us all to dwell in the present moment and achieve happiness and self-realization.,Meditation | Psychology | Meditation (Books),",#261 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Meditation (Audible Audiobooks & Originals),#20 in Psychology (Audible Audiobooks & Originals),#60 in Meditation (Books)",261.0,6 hours and 11 minutes,371.0,Both,1,1,1,the untethered soul: the journey beyond yourself,michael a. singer,1001+,215
"The Visitor: Jack Reacher, Book 4",Lee Child,4.5,4.5,5134.0,8.543835122362658,1093.0,"Random House presents the audiobook edition of The Visitor by Lee Child, read by Jeff Harding.",Vigilante Fiction | Crime Thrillers | Mysteries,",#2,534 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Vigilante Fiction,#36 in Crime Thrillers,#79 in Mysteries",2534.0,14 hours and 17 minutes,857.0,Both,1,1,1,"the visitor: jack reacher, book 4",lee child,1001+,94
The War of Art,Steven Pressfield,4.5,4.5,5127.0,8.542470998600505,233.0,Think of The War of Art as tough love...for yourself.,Creativity | Personal Success | Personal Development & Self-Help,",#168 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Creativity,#44 in Personal Success,#553 in Personal Development & Self-Help",168.0,2 hours and 29 minutes,149.0,Both,1,1,1,the war of art,steven pressfield,1001+,53
The War of the Worlds,H. G. Wells,4.5,4.5,2681.0,7.894318063841624,32.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the war of the worlds,h. g. wells,1001+,0
The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,4.8,4.8,3504.0,8.16194579946869,1338.0,"National Book Critics Circle Award, Nonfiction, 2011",Emigration & Immigration Studies | United States Immigrant History | African American Demographic Studies,",#1,239 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Emigration & Immigration Studies,#1 in United States Immigrant History,#2 in African American Demographic Studies",1239.0,22 hours and 40 minutes,1360.0,Both,1,1,1,the warmth of other suns: the epic story of america's great migration,isabel wilkerson,1001+,52
The Water Dancer,Ta-Nehisi Coates,4.6,4.6,4055.0,8.30795254527102,888.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the water dancer,ta-nehisi coates,1001+,0
The Way of the Superior Man,David Deida,4.6,4.6,2243.0,7.716015266642587,492.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the way of the superior man,david deida,1001+,0
The Whisper Man,Alex North,4.5,4.5,2284.0,7.734121303328305,683.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the whisper man,alex north,1001+,0
"The Wicked King: The Folk of the Air, Book 2",Caitlin Kelly,4.8,4.8,2133.0,7.665753431861699,1101.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,"the wicked king: the folk of the air, book 2",caitlin kelly,1001+,0
The Wife Between Us,Sarah Pekkanen,4.3,4.3,4211.0,8.345692873253865,323.0,Now a New York Times top 10 best seller.,Psychological Fiction | Psychological Thrillers | Women's Fiction,",#2,124 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Psychological Fiction,#33 in Psychological Thrillers,#50 in Women's Fiction",2124.0,11 hours and 13 minutes,673.0,Advanced Only,1,1,1,the wife between us,sarah pekkanen,1001+,40
The Wolf of Wall Street,Jordan Belfort,4.2,4.2,1780.0,7.484930283289661,754.0,Unknown,Unknown,Unknown,,Unknown,,Both,0,0,0,the wolf of wall street,jordan belfort,1001+,0
The Woman in Cabin 10,Ruth Ware,4.0,4.0,5077.0,8.532672762264625,752.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the woman in cabin 10,ruth ware,1001+,0
The Woman in the Window,A. J. Finn,4.3,4.3,11498.0,9.350015354048663,8735.0,What did she see?,Urban Fiction | Amateur Sleuth Mysteries | Psychological Thrillers,",#1,647 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Urban Fiction,#9 in Amateur Sleuth Mysteries,#26 in Psychological Thrillers",1647.0,13 hours and 42 minutes,822.0,Advanced Only,1,1,1,the woman in the window,a. j. finn,1001+,17
The Woman in White,Wilkie Collins,4.3,4.3,2319.0,7.749322464660356,1138.0,"Published in instalments in 1859, The Woman in White is often considered to be one of the very first detective novels. Although critics weren’t impressed at the time, the novel proved to be a hit with the public and has since gone on to become one of the timeless classics of the Victorian era.",Unknown,Unknown,,Unknown,,Both,1,0,0,the woman in white,wilkie collins,1001+,294
The World's Worst Teachers,David Walliams,4.8,4.8,2310.0,7.745435610274381,5373.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,the world's worst teachers,david walliams,1001+,0
Then She Was Gone,Lisa Jewell,4.5,4.5,7815.0,8.96392819372262,888.0,Brought to you by Penguin.,"Crime Thrillers | Suspense | Crime, Thriller & Mystery (Books)",",#2,434 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#34 in Crime Thrillers,#84 in Suspense,#3,853 in Crime, Thriller & Mystery (Books)",2434.0,10 hours and 13 minutes,613.0,Both,1,1,1,then she was gone,lisa jewell,1001+,26
Think and Grow Rich,Napoleon Hill,4.45,4.45,22448.0,10.019001348748468,166.0,Unknown,Economics | Business Motivation & Self-Improvement | Economics Books,",#38 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Economics (Audible Audiobooks & Originals),#2 in Business Motivation & Self-Improvement,#10 in Economics Books",38.0,10 hours and 15 minutes,615.0,Both,0,1,1,think and grow rich,napoleon hill,1001+,0
"Thinking, Fast and Slow",Daniel Kahneman,4.4,4.4,9865.0,9.196849781793684,1093.0,Brought to you by Penguin.,Business Decision Making & Problem Solving | Psychology | Personal Success,",#13 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Business Decision Making & Problem Solving,#3 in Psychology (Audible Audiobooks & Originals),#8 in Personal Success",13.0,20 hours and 1 minute,1201.0,Both,1,1,1,"thinking, fast and slow",daniel kahneman,1001+,26
Thirteen Reasons Why,Debra Wiseman,4.3,4.3,5896.0,8.682199026000504,879.0,Unknown,Unknown,Unknown,,Unknown,,Catalog Only,0,0,0,thirteen reasons why,debra wiseman,1001+,0
